iter	Logloss
530	0.3990136888
531	0.3988932292
532	0.3988031175
533	0.3986929999
534	0.3986049228
535	0.3984831916
536	0.3983513302
537	0.3981362237
538	0.3979940626
539	0.3978700002
540	0.397772683
541	0.3976660411
542	0.3975324843
543	0.3974124485
544	0.3973161062
545	0.3972186618
546	0.3970566644
547	0.3969434102
548	0.3968021817
549	0.3966668447
550	0.3965502845
551	0.3964715746
552	0.3964009179
553	0.3963046604
554	0.3961823357
555	0.3960513221
556	0.3960071988
557	0.3958517287
558	0.3957670424
559	0.3956916809
560	0.3955849542
561	0.3954422845
562	0.3953052097
563	0.3952013652
564	0.3951109992
565	0.3949743059
566	0.3948592292
567	0.394759157
568	0.3946732415
569	0.3945981767
570	0.3944939507
571	0.394406467
572	0.3942730798
573	0.3941495683
574	0.3939889696
575	0.3939135657
576	0.3937533061
577	0.3936031342
578	0.3935022142
579	0.3934053209
580	0.3933109283
581	0.3931809319
582	0.3931488885
583	0.3930528853
584	0.392945777
585	0.3928454081
586	0.3928038703
587	0.3926854451
588	0.3925818125
589	0.3924873352
590	0.392363739
591	0.3922599369
592	0.3921643151
593	0.3920565287
594	0.391959805
595	0.3918499417
596	0.3917545742
597	0.3916462792
598	0.3915265401
599	0.3914443122
600	0.3913102044
601	0.3912085215
602	0.3910569933
603	0.3909554376
604	0.3908988953
605	0.3907782661
606	0.3906072405
607	0.3904831356
608	0.3904181586
609	0.390296936
610	0.3901522319
611	0.3900754717
612	0.3899940491
613	0.3898651971
614	0.3897437625
615	0.3896035088
616	0.3895117018
617	0.3894002279
618	0.3892951118
619	0.3891933865
620	0.3890610165
621	0.3889705234
622	0.388857015
623	0.3887575785
624	0.3886725532
625	0.3885701497
626	0.3884791904
627	0.3883197784
628	0.3881930457
629	0.3881060282
630	0.3879679362
631	0.3878126356
632	0.3877209981
633	0.3876338535
634	0.3875726488
635	0.3874892341
636	0.3874164157
637	0.3873190138
638	0.3872389899
639	0.3871537103
640	0.3870677524
641	0.3869735718
642	0.386874983
643	0.3867562188
644	0.386620246
645	0.3865088993
646	0.3863794115
647	0.386274804
648	0.3862058851
649	0.3861149258
650	0.3859985775
651	0.385941569
652	0.3858738369
653	0.3857599894
654	0.3856422848
655	0.385532252
656	0.3854155646
657	0.3853266398
658	0.3852356805
659	0.3851465013
660	0.3850406223
661	0.3849472894
662	0.3848566691
663	0.3847659641
664	0.3847026401
665	0.3845420837
666	0.3844467163
667	0.384345203
668	0.3842667474
669	0.3841619704
670	0.3840407477
671	0.3839326647
672	0.3838354323
673	0.3837253994
674	0.3836495294
675	0.3835747613
676	0.3834812588
677	0.3833684285
678	0.3832822164
679	0.3831588321
680	0.3830685933
681	0.382931349
682	0.3828371684
683	0.3827764723
684	0.3826375326
685	0.382529619
686	0.3824490017
687	0.3823730045
688	0.3822854784
689	0.3821320428
690	0.3820476956
691	0.381969028
692	0.3818593343
693	0.3817799038
694	0.3817175971
695	0.3816446092
696	0.3815705193
697	0.3814476013
698	0.3813741048
699	0.381247796
700	0.3811236487
701	0.3810547299
702	0.3809594048
703	0.380864546
704	0.3807759603
705	0.3807075924
706	0.3805934482
707	0.3804906633
708	0.3804076301
709	0.3802470737
710	0.3801562839
711	0.380055364
712	0.3799660577
713	0.3798672146
714	0.3798077053
715	0.379695087
716	0.3796504551
717	0.3796072642
718	0.3795190175
719	0.379448488
720	0.3793590122
721	0.3791955736
722	0.3790274726
723	0.3789351145
724	0.3788726807
725	0.3787909614
726	0.3787274679
727	0.3786410014
728	0.378567293
729	0.378467136
730	0.37834994
731	0.3781932407
732	0.3781106313
733	0.3780236138
734	0.3779421912
735	0.3778619554
736	0.3777745565
737	0.3776798672
738	0.3776117537
739	0.3775506337
740	0.3774083455
741	0.3772659302
742	0.3772021823
743	0.3771329244
744	0.3769997491
745	0.3768902249
746	0.3768326653
747	0.3767482334
748	0.3766673194
749	0.3765780131
750	0.3764722612
751	0.3763729943
752	0.376304796
753	0.3761980693
754	0.3761351691
755	0.3760540856
756	0.3759569804
757	0.3758187188
758	0.3757642958
759	0.3756295946
760	0.3755594465
761	0.3754899343
762	0.3754159292
763	0.3753412035
764	0.3752555847
765	0.3751755185
766	0.3750458611
767	0.3749049293
768	0.3748251173
769	0.3747303857
770	0.3746533712
771	0.3745924632
772	0.3745215522
773	0.3744765811
774	0.3744567023
775	0.374369812
776	0.3742863125
777	0.3742045508
778	0.3741514418
779	0.3740186056
780	0.3739129808
781	0.3738238017
782	0.3737050374
783	0.3736377716
784	0.3735290527
785	0.3734078301
786	0.3733043247
787	0.3732089996
788	0.3731512282
789	0.3730645921
790	0.37295617
791	0.3728712294
792	0.3728052775
793	0.3727627224
794	0.3726787567
795	0.3726032681
796	0.3725371891
797	0.3724813673
798	0.3724081251
799	0.3723424276
800	0.3722999573
801	0.3722294701
802	0.372145674
803	0.3720815023
804	0.3720278422
805	0.3719010247
806	0.371853341
807	0.3717856089
808	0.3716929542
809	0.371608395
810	0.3715332031
811	0.3714250353
812	0.371337382
813	0.371292962
814	0.3711437649
815	0.3710440742
816	0.3709643046
817	0.3708799574
818	0.370760515
819	0.37070126
820	0.3706258986
821	0.3705523173
822	0.3704600016
823	0.3703455607
824	0.3702088674
825	0.3701360067
826	0.3700723436
827	0.369972229
828	0.3699092017
829	0.3698283725
830	0.369744873
831	0.369701767
832	0.3695818583
833	0.3694722917
834	0.3693780687
835	0.3692769368
836	0.3692079332
837	0.3691267225
838	0.3690294054
839	0.3689639621
840	0.3689186096
841	0.3688280741
842	0.3687889099
843	0.3687511868
844	0.3686779022
845	0.3686230554
846	0.3685170915
847	0.3684372796
848	0.368366411
849	0.3682829963
850	0.3682256911
851	0.3681716071
852	0.3680931939
853	0.3680516561
854	0.3679876116
855	0.367896737
856	0.3678099738
857	0.3677644942
858	0.3676340739
859	0.367513148
860	0.3674096425
861	0.3673188104
862	0.3672387865
863	0.3671365526
864	0.3670914544
865	0.3670354207
866	0.366981464
867	0.3669051276
868	0.366843711
869	0.3666935391
870	0.366623603
871	0.3665087382
872	0.3664396498
873	0.3663505554
874	0.3662570106
875	0.3661670261
876	0.3661028544
877	0.3660102844
878	0.3659311083
879	0.3658302731
880	0.3657218085
881	0.3655818939
882	0.3655150943
883	0.3654416402
884	0.3653526306
885	0.3652846866
886	0.3651380751
887	0.3650981903
888	0.3650411394
889	0.364960946
890	0.3648720635
891	0.3647762299
892	0.3647192213
893	0.3646404266
894	0.3645693461
895	0.3645051744
896	0.3643914541
897	0.3643100739
898	0.3642089844
899	0.3641603258
900	0.3641084035
901	0.3640350342
902	0.3639768812
903	0.3639023675
904	0.3638275994
905	0.3637711843
906	0.3637188382
907	0.3635932075
908	0.3635258993
909	0.363426039
910	0.3633501265
911	0.3632845985
912	0.3632112715
913	0.3631523132
914	0.3631114536
915	0.3630271064
916	0.3629614088
917	0.3629236857
918	0.3628745185
919	0.3627941555
920	0.3627413856
921	0.3626534356
922	0.3625652313
923	0.362501102
924	0.3624549018
925	0.3624131097
926	0.3623545753
927	0.3623065948
928	0.3622009701
929	0.3621207343
930	0.3620696174
931	0.3620001899
932	0.3619066874
933	0.3618372599
934	0.3617136214
935	0.361642117
936	0.3615904066
937	0.3615267436
938	0.3614731683
939	0.3613888211
940	0.3612909953
941	0.3612077925
942	0.3611590491
943	0.3610559675
944	0.3610087925
945	0.3609518263
946	0.3609050751
947	0.3608054267
948	0.3606691572
949	0.3605943044
950	0.360502243
951	0.3604030609
952	0.3603446113
953	0.3602344089
954	0.3601472643
955	0.360086653
956	0.3600151062
957	0.3599433475
958	0.3598663754
959	0.3597824097
960	0.3597154829
961	0.3596106635
962	0.359516822
963	0.3594691806
964	0.3593585968
965	0.359289466
966	0.3592213101
967	0.3591746012
968	0.3590796577
969	0.3590204027
970	0.3589911991
971	0.3589487288
972	0.3588108487
973	0.3587531196
974	0.3587054782
975	0.3585874769
976	0.3585342407
977	0.3584770203
978	0.358403439
979	0.3583263821
980	0.3582624647
981	0.3581778632
982	0.3580952115
983	0.3580493503
984	0.3579788208
985	0.3579059177
986	0.3577883403
987	0.3576773749
988	0.357595147
989	0.3575277964
990	0.3574634976
991	0.3573162079
992	0.3572251214
993	0.3571444194
994	0.357061598
995	0.3569967906
996	0.3569104513
997	0.3568376329
998	0.356758372
999	0.3566521115
